Development_Start_Date,Purchased_Date,City,Locality,Property_Type,Developer_Name,Year_Of_Esablishment,CEO,Number_Of_Employees,Service_Amount,Rating,Investor_Name,CITY_Investors,sq_ft_cost,PURCHASE_AMOUNT,AREA_PURCHASED
13-Apr-11,20-May-11,PUNE,Magarpatta,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Jaime Lebsack,noida,4428,20187872,6161
14-Apr-11,21-May-11,Chennai,T-Nagar,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Myrna Medhurst I,jamshedpur,8604,5768122,8380
15-Apr-11,22-May-11,Chennai,Anna Nagar,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,Yasmeen Stanton,bhilai,15802,83716152,7678
16-Apr-11,23-May-11,Chennai,Adyar,Commercial,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Orpha Breitenberg,warangal,14206,21962760,7362
17-Apr-11,24-May-11,Chennai,Porur,Commercial,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Mrs. Ryleigh Walsh,cuttack,4163,15097952,5181
19-Apr-11,26-May-11,Chennai,OMR,Commercial,Carey Group ,1938,Melvina Veum,2757,0.88,D,Brielle Johnson,firozabad,3393,29297062,9812
06-May-11,12-Jun-11,Chennai,T-Nagar,Residential,Malcolm Group,1962,Demond Ward,3028,0.84,E,Aidan Hoppe,kochi,9317,61577171,7868
07-May-11,13-Jun-11,Chennai,Anna Nagar,Residential,United House,1959,Estel Botsford,1728,0.64,B,Eriberto Champlin,bhavnagar,7611,31364627,6439
08-May-11,14-Jun-11,Chennai,Adyar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Anderson Brakus III,dehradun,9743,48349053,6706
09-May-11,15-Jun-11,Chennai,Porur,Residential,Malcolm Group,1962,Demond Ward,3028,0.84,E,Enoch Schamberger,durgapur,2922,23585098,9609
10-May-11,16-Jun-11,BANGALORE,HEBBAL,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Mr. Janelle Stroman,asansol,3704,17923804,7561
11-May-11,17-Jun-11,BANGALORE,KORAMANGALA,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Kylee Flatley,nanded,8401,53508321,9952
12-May-11,18-Jun-11,BANGALORE,INDIRANAGAR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Dorcas Miller,kolhapur,9758,70902213,9819
13-May-11,19-Jun-11,BANGALORE,JAYANAGAR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Mr. Ena Robel,ajmer,6700,48474366,9777
14-May-11,20-Jun-11,BANGALORE,FRAZER TOWN,Residential,United House,1959,Estel Botsford,1728,0.64,B,Jed Moore,gulbarga,6587,23527710,5581
15-May-11,21-Jun-11,BANGALORE,HEBBAL,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Sidney Schoen,jamnagar,3587,26087247,9828
16-May-11,22-Jun-11,BANGALORE,KORAMANGALA,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Florian Yundt,ujjain,6048,24557178,5487
17-May-11,23-Jun-11,MUMBAI,CHEMBUR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Sabrina Bruen,loni,12984,74069305,7709
05-Jun-11,12-Jul-11,MUMBAI,VILE PARLE,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Chauncey Wiegand,siliguri,20091,10784849,6710
06-Jun-11,13-Jul-11,MUMBAI,VASAI,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,Ladarius Grady,jhansi,3643,17040169,6779
07-Jun-11,14-Jul-11,MUMBAI,JUHU,Commercial,RGCM,1812,Mrs. Stacy Haag,5351,0.99,D,Winona Thiel,ulhasnagar,24714,122897038,5023
08-Jun-11,15-Jul-11,MUMBAI,AIROLI,Commercial,Lorne Stewart,1916,Lonnie Stroman DDS,4433,0.23,C,Maude Bartell,nellore,20522,33337784,7063
09-Jun-11,16-Jul-11,MUMBAI,CHEMBUR,Residential,GSH Group,1834,Gabriella Schimmel MD,9597,0.97,A,Darrel Bins,jammu,13908,92681521,6870
10-Jun-11,17-Jul-11,MUMBAI,VILE PARLE,Residential,Longcross,1961,Malachi Larson,8600,0.28,D,Erin Mills,sangli-miraj & kupwad,18875,39029725,7385
11-Jun-11,18-Jul-11,MUMBAI,VASAI,Residential,Higgins ,1840,Joshua Dickens,2322,0.07,C,Maya Schuster,belgaum,3711,1427696,5496
12-Jun-11,19-Jul-11,MUMBAI,JUHU,Residential,Carey Group ,1938,Melvina Veum,2757,0.88,D,Camille Rath PhD,mangalore,26522,182537135,7821
13-Jun-11,20-Jul-11,MUMBAI,AIROLI,Residential,Malcolm Group,1962,Demond Ward,3028,0.84,E,Teresa Larkin,ambattur,18525,91514241,5881
14-Jun-11,21-Jul-11,DELHI,Mayur Vihar,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Charlotte Schulist,tirunelveli,9800,49780864,7937
15-Jun-11,22-Jul-11,DELHI,Chanakyapuri,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Alyson Steuber,melagaon,48000,178594560,5028
16-Jun-11,23-Jul-11,DELHI,Vasant Kunj,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Alan Wiegand,gaya,16900,84740656,6776
17-Jun-11,24-Jul-11,DELHI,Saket,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Wilbert Schaefer,jalgaon,12800,90751232,9581
18-Jun-11,25-Jul-11,DELHI,Pithampura,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Jeremie Huel,udaipur,21000,98414820,6333
19-Jun-11,26-Jul-11,DELHI,Mayur Vihar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Berneice Rippin,maheshtala,9000,51475140,7729
18-Apr-13,25-May-13,DELHI,Chanakyapuri,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Avis Mosciski,tirupur,53000,302699960,7718
03-Jun-13,10-Jul-13,DELHI,Vasant Kunj,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Katelin Bogisich,davanagere,14500,10949240,9439
26-Jun-13,02-Aug-13,DELHI,Saket,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Miss Jordon Torphy,kozhikode,18700,70243932,5444
03-Jul-13,09-Aug-13,DELHI,Pithampura,Residential,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Danial Pollich,akola,32000,66292800,9865
09-Jul-13,15-Aug-13,HYDERABAD,KUKATPALLY,Commercial,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Kirstin Erdman,kurnool,3136,20156326,9182
12-Jul-13,18-Aug-13,HYDERABAD,JUBLIEE HILLS,Commercial,Midas,1984,Elta Cartwright,8927,0.61,D,Jonathon McGlynn,rajpur sonarpur,11024,37711781,5608
14-Jul-13,20-Aug-13,HYDERABAD,BANJARA HILLS,Commercial,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Kaia Koelpin,bokaro,75630,292158690,7726
03-Mar-11,09-Apr-11,HYDERABAD,KONDAPUR,Commercial,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Monserrate Kunze,south dumdum,24079,121774245,7024
04-Oct-11,10-Nov-11,HYDERABAD,BANJARA HILLS,Residential,William Hare,1969,Tiffany Hudson,6016,0.37,A,Trystan Beatty,bellary,4617,16150174,9454
29-Mar-13,05-May-13,HYDERABAD,KONDAPUR,Residential,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Bud Nikolaus,patiala,3447,19990118,8168
09-Jan-11,15-Feb-11,HYDERABAD,MIYAPUR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Sean Bayer,gopalpur,2842,18298899,8701
24-Jan-11,02-Mar-11,BANGALORE,INDIRANAGAR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Modesto Murray,agartala,5655,30376737,7259
09-Feb-11,18-Mar-11,BANGALORE,JAYANAGAR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Ibrahim Weissnat,bhagalpur,95487,656646911,9293
06-Mar-11,12-Apr-11,BANGALORE,FRAZER TOWN,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Damon Quitzon,muzaffarnagar,6359,39875763,8474
08-Mar-11,14-Apr-11,BANGALORE,HEBBAL,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Alicia Kihn,bhatpara,3704,24633008,8987
10-Mar-11,16-Apr-11,BANGALORE,KORAMANGALA,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Bessie Erdman,panihati,8401,43685032,7027
16-Mar-11,22-Apr-11,BANGALORE,INDIRANAGAR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Ms. Brock Torphy,latur,9758,54554051,7555
10-Apr-11,17-May-11,BANGALORE,JAYANAGAR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Casandra Goldner,dhule,6700,35132388,7086
09-May-11,15-Jun-11,BANGALORE,FRAZER TOWN,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Verla Kuvalis,rohtak,6587,47003646,9643
09-Jul-11,15-Aug-11,BANGALORE,HEBBAL,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Salvador Blanda I,korba,3910,21046592,7274
13-Jul-11,19-Aug-11,BANGALORE,KORAMANGALA,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Teresa Hahn,bhilwara,5923,33679126,7684
16-Jul-11,22-Aug-11,MUMBAI,CHEMBUR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Adella Boyle,brahmapur,13538,77420031,7728
24-Jul-11,30-Aug-11,MUMBAI,VILE PARLE,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Garfield Kessler,muzaffarpur,20091,116723486,7851
26-Aug-11,02-Oct-11,MUMBAI,VASAI,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Mertie Hammes,ahmednagar,3879,20210909,7041
30-Aug-11,06-Oct-11,MUMBAI,JUHU,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Woodrow Thompson Sr.,mathura,24688,105942627,5799
19-Sep-11,26-Oct-11,MUMBAI,AIROLI,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Beverly Feeney,kollam,20500,137364350,9055
25-Sep-11,01-Nov-11,MUMBAI,CHEMBUR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Jacques Towne,avadi,13923,58407820,5669
12-Dec-12,18-Jan-13,MUMBAI,VILE PARLE,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Jasmin Watsica II,rajamundry,22109,15646097,8846
23-Apr-11,30-May-11,MUMBAI,VASAI,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Maymie Pfeffer,kadapa,3594,24704365,9962
24-Apr-11,31-May-11,MUMBAI,JUHU,Residential,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Odessa Hamill,kamarhati,22920,24085253,5004
04-May-11,10-Jun-11,MUMBAI,AIROLI,Residential,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Mr. Wilhelmine Hettinger,bilaspur,18252,66117870,5175
05-May-11,11-Jun-11,HYDERABAD,MIYAPUR,Residential,Midas,1984,Elta Cartwright,8927,0.61,D,Hadley Barrows,shahjahanpur,2408,10615596,7227
06-May-11,12-Jun-11,BANGALORE,INDIRANAGAR,Commercial,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Reba Volkman,bijapur,5696,19149952,6724
07-May-11,13-Jun-11,BANGALORE,JAYANAGAR,Commercial,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Jerry Baumbach,rampur,96578,610736093,8783
18-May-11,24-Jun-11,BANGALORE,FRAZER TOWN,Commercial,William Hare,1969,Tiffany Hudson,6016,0.37,A,Miss Alexandre Parisian,shivamogga,6359,21535453,9153
19-May-11,25-Jun-11,BANGALORE,HEBBAL,Commercial,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Ms. Eugene Bradtke,chandrapur,3704,16794158,6386
20-May-11,26-Jun-11,BANGALORE,KORAMANGALA,Commercial,ESH Holdings,1849,Miss Kaci Hodkiewicz,7219,0.61,C,Alfreda Dibbert,junagadh,8401,50267299,9809
21-May-11,27-Jun-11,BANGALORE,INDIRANAGAR,Residential,North Midland Construction,1857,Haleigh DuBuque V,6986,0.27,B,Mrs. Matt Macejkovic,thrissur,9758,14588112,5537
22-May-11,28-Jun-11,MUMBAI,VILE PARLE,Residential,Ogilvie Group,1862,Gisselle Yost Jr.,9196,0.82,D,Dr. Maryjane Watsica,alwar,18529,85267493,5612
23-May-11,29-Jun-11,MUMBAI,VASAI,Residential,Barr ,1841,Rosalinda Pacocha,2233,0.52,B,Genoveva Volkman I,bardhaman,3594,13409214,7175
03-Jun-11,10-Jul-11,MUMBAI,JUHU,Residential,Forth Holdings,1915,Johnny Pagac,9881,0.4,D,Vincent Bayer,kulti,26522,61690172,5815
04-Jun-11,11-Jul-11,MUMBAI,AIROLI,Residential,Bechtel,1809,Rafaela Hintz DVM,1909,0.28,E,Hortense Strosin,kakinada,18525,33710313,6499
05-Jun-11,12-Jul-11,DELHI,Mayur Vihar,Commercial,Longcross,1961,Malachi Larson,8600,0.28,D,Rickey Murray,nizamabad,9800,21521192,7843
06-Jun-11,13-Jul-11,DELHI,Chanakyapuri,Commercial,Higgins ,1840,Joshua Dickens,2322,0.07,C,Alysa Towne MD,parbhani,48000,27320160,8131
07-Jun-11,14-Jul-11,DELHI,Vasant Kunj,Commercial,Carey Group ,1938,Melvina Veum,2757,0.88,D,Augustus Lebsack Jr.,tumkur,16900,131944384,8872
08-Jun-11,15-Jul-11,DELHI,Saket,Commercial,Malcolm Group,1962,Demond Ward,3028,0.84,E,Claudia Littel,hisar,12800,78371328,7289
09-Jun-11,16-Jul-11,DELHI,Pithampura,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Ms. Nicholas Hyatt,ozhukarai,21000,76460160,5689
26-Jun-11,02-Aug-11,DELHI,Mayur Vihar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Kareem Beier,bihar sharif,9000,37482480,5628
27-Jun-11,03-Aug-11,DELHI,Chanakyapuri,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Shanel Hermiston,panipat,47890,29140107,7606
28-Jun-11,04-Aug-11,DELHI,Vasant Kunj,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Greyson Robel,darbhanga,15300,54928071,5203
29-Jun-11,05-Aug-11,DELHI,Saket,Residential,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Cleveland Cronin,bally,11600,16221324,6659
30-Jun-11,06-Aug-11,DELHI,Pithampura,Residential,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Hiram Muller V,aizwal,20300,123811730,8713
24-Sep-11,31-Oct-11,HYDERABAD,KUKATPALLY,Commercial,Midas,1984,Elta Cartwright,8927,0.61,D,Jairo Hickle,dewas,2992,14752445,8083
25-Sep-11,01-Nov-11,HYDERABAD,JUBLIEE HILLS,Commercial,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Giles Grady,ichalkaranji,10087,28808472,5712
26-Sep-11,02-Nov-11,HYDERABAD,BANJARA HILLS,Commercial,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Vance Nitzsche,tirupati,7320,46743178,8869
27-Sep-11,03-Nov-11,HYDERABAD,KONDAPUR,Commercial,William Hare,1969,Tiffany Hudson,6016,0.37,A,Jeff Cormier,karnal,23873,67484196,7640
28-Sep-11,04-Nov-11,HYDERABAD,MIYAPUR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Kiley White,bathinda,2611,11818900,6117
29-Sep-11,05-Nov-11,HYDERABAD,KUKATPALLY,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Elbert Rempel,jalna,2504,11247467,6070
09-May-11,15-Jun-11,HYDERABAD,JUBLIEE HILLS,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Danika Zulauf,barasat,8067,47780518,8004
30-Jan-12,07-Mar-12,HYDERABAD,BANJARA HILLS,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Serena Moore,kirari suleman nagar,40056,266624753,8995
26-Aug-12,02-Oct-12,HYDERABAD,KONDAPUR,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Rosanna Ritchie V,purnia,3294,2072848,7866
08-Dec-12,14-Jan-13,HYDERABAD,MIYAPUR,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Mrs. Kyler DuBuque,mumbai,2564,8941335,5054
17-Apr-13,24-May-13,BANGALORE,INDIRANAGAR,Commercial,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Yessenia Russel,mau,11784,13788694,5572
11-Oct-13,17-Nov-13,BANGALORE,JAYANAGAR,Commercial,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Fernando O'Hara,sonipat,158978,815382264,7327
15-Jun-11,22-Jul-11,PUNE,Kalyani Nagar,Residential,Geoffrey Osborne,1957,Green Kuhlman,3925,0.33,E,Ross Stanton,mumbai,6682,18266717,8284
16-Jun-11,23-Jul-11,PUNE,Hinjewadi,Residential,Robertson Group ,1832,Brenden Hills,8611,0.14,B,Pierce Wehner Sr.,delhi,3518,4657269,9456
17-Jun-11,24-Jul-11,PUNE,Koregaon Park,Residential,Byrne Group,1959,Dante Stanton,7750,0.45,C,Ransom Rodriguez PhD,bangalore,6681,21760685,7238
18-Jun-11,25-Jul-11,PUNE,Magarpatta,Residential,John Graham,1907,Jack Volkman,6540,0.87,D,Ms. Stefan Heathcote,hyderabad,4063,22361208,6326
19-Jun-11,26-Jul-11,Chennai,T-Nagar,Commercial,Spie Matthew Hall,1963,Bethany Mohr IV,8478,0.19,E,Rasheed Kuhic,ahmedabad,9308,11951658,6758
18-Apr-13,25-May-13,Chennai,Anna Nagar,Commercial,Severfield-Rowen,1845,Loyal O'Keefe,9210,0.87,C,Mrs. Candida Legros,chennai,14782,68211243,5304
03-Jun-13,10-Jul-13,Chennai,Adyar,Commercial,Clancy,1940,Alvera Murray,9782,0.53,A,Dovie Reichert,kolkata,19776,102464993,9776
26-Jun-13,02-Aug-13,Chennai,Porur,Commercial,RG Carter,1827,Carlie Stiedemann,1892,0.19,D,Mrs. Erika Schroeder,surat,5061,6289760,6541
03-Jul-13,09-Aug-13,Chennai,OMR,Commercial,Ardmore ,1884,Johan Hayes,1605,0.86,E,Monte Beahan,pune,4551,25275708,6458
09-Jul-13,15-Aug-13,Chennai,T-Nagar,Residential,Integral UK ,1910,Ramon Swaniawski,3722,0.6,C,Maiya Ledner,jaipur,11657,62430229,8926
12-Jul-13,18-Aug-13,Chennai,Anna Nagar,Residential,Brookfield Multiplex,1994,Athena Morar,9625,0.21,A,Dr. Elissa Harvey,lucknow,9076,11664475,6120
14-Jul-13,20-Aug-13,Chennai,Adyar,Residential,RGCM,1812,Mrs. Stacy Haag,5351,0.99,D,Alycia Weissnat,kanpur,12323,101123894,8289
03-Mar-11,09-Apr-11,Chennai,Porur,Residential,Lorne Stewart,1916,Lonnie Stroman DDS,4433,0.23,C,Aron Lesch,nagpur,2922,3771601,5612
04-Oct-11,10-Nov-11,Chennai,OMR,Residential,GSH Group,1834,Gabriella Schimmel MD,9597,0.97,A,Rae Prohaska DVM,indore,3624,19330525,5499
29-Mar-13,05-May-13,DELHI,Mayur Vihar,Commercial,Longcross,1961,Malachi Larson,8600,0.28,D,Humberto Gottlieb,thane,13000,24184160,6644
09-Jan-11,15-Feb-11,DELHI,Chanakyapuri,Commercial,Higgins ,1840,Joshua Dickens,2322,0.07,C,Leopold Gorczany,bhopal,40000,24122000,8615
24-Jan-11,02-Mar-11,DELHI,Vasant Kunj,Commercial,Carey Group ,1938,Melvina Veum,2757,0.88,D,Ms. Kaitlyn Lowe,vishakapatnam,12800,97219584,8631
09-Feb-11,18-Mar-11,DELHI,Saket,Commercial,Malcolm Group,1962,Demond Ward,3028,0.84,E,Jacynthe Becker II,pimpri-chinchwad,11800,79533888,8024
06-Mar-11,12-Apr-11,DELHI,Pithampura,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Murray Runolfsson,patna,25000,123696000,7731
08-Mar-11,14-Apr-11,DELHI,Mayur Vihar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Jamil Willms,vadodra,8100,43006950,7175
10-Mar-11,16-Apr-11,DELHI,Chanakyapuri,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Virgil Spencer,ghaziabad,47000,236399660,6797
16-Mar-11,22-Apr-11,DELHI,Vasant Kunj,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Isabelle Raynor,ludhiana,12300,52227276,5738
10-Apr-11,17-May-11,DELHI,Saket,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Julianne Anderson,agra,12000,63616320,7164
09-May-11,15-Jun-11,DELHI,Pithampura,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Jacynthe Hand,nashik,21000,121849140,7841
09-Jul-11,15-Aug-11,HYDERABAD,KUKATPALLY,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Freddy Kovacek,faridabad,3045,12665799,5621
13-Jul-11,19-Aug-11,HYDERABAD,JUBLIEE HILLS,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Leland Streich,meerut,11127,5663198,6362
16-Jul-11,22-Aug-11,HYDERABAD,BANJARA HILLS,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,Robin Hand DDS,rajkot,7180,42343547,8547
24-Jul-11,30-Aug-11,HYDERABAD,KONDAPUR,Commercial,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Cynthia Rath DVM,kalyan-dombivali,23733,37613720,7547
26-Aug-11,02-Oct-11,HYDERABAD,MIYAPUR,Commercial,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Earnest Torphy III,vasai-virar,2611,18059504,9881
27-Dec-11,02-Feb-12,HYDERABAD,KUKATPALLY,Residential,Midas,1984,Elta Cartwright,8927,0.61,D,Elisha Windler,varanasi,2035,9605566,7738
28-Dec-11,03-Feb-12,HYDERABAD,JUBLIEE HILLS,Residential,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Mrs. Mckenna Donnelly,srinagar,4846,16098412,6644
29-Dec-11,04-Feb-12,HYDERABAD,BANJARA HILLS,Residential,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Jett Leffler,aurangabad,40056,172493954,5981
30-Dec-11,05-Feb-12,HYDERABAD,KONDAPUR,Residential,William Hare,1969,Tiffany Hudson,6016,0.37,A,Mrs. Kathryne Tromp,dhanbad,3173,11081480,9439
31-Dec-11,06-Feb-12,HYDERABAD,MIYAPUR,Residential,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Emmy Kilback,amritsar,2225,10233621,6478
01-Jan-12,07-Feb-12,BANGALORE,INDIRANAGAR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Rossie Runte DVM,navi mumbai,10438,49318506,6385
02-Jan-12,08-Feb-12,BANGALORE,JAYANAGAR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Tomas Rowe,allahabad,14357,96021339,9038
03-Jan-12,09-Feb-12,BANGALORE,FRAZER TOWN,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Saul Wintheiser I,ranchi,7105,42182527,8023
04-Jan-12,10-Feb-12,BANGALORE,HEBBAL,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Dr. Quinn Cormier,howrah,4534,22654040,6752
31-Jul-12,06-Sep-12,BANGALORE,KORAMANGALA,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Mr. Retta Fadel,coimbatore,10263,61091123,8044
01-Aug-12,07-Sep-12,BANGALORE,INDIRANAGAR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Zena Kessler,jabalpur,7113,35382054,6722
02-Aug-12,08-Sep-12,BANGALORE,JAYANAGAR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Royce Reichert,gwalior,102457,677132166,8931
03-Aug-12,09-Sep-12,BANGALORE,FRAZER TOWN,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Edyth Glover,vijayawada,8591,57273276,9009
04-Aug-12,10-Sep-12,BANGALORE,HEBBAL,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Rosario Olson IV,jodhpur,5652,25383471,6069
05-Aug-12,11-Sep-12,BANGALORE,KORAMANGALA,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Marlee Shanahan,madurai,6458,45385403,9497
06-Aug-12,12-Sep-12,MUMBAI,CHEMBUR,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Mozelle Koelpin,raipur,14184,9084568,8006
21-Aug-12,27-Sep-12,MUMBAI,VILE PARLE,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,Consuelo Upton,kota,22264,86212442,5612
22-Aug-12,28-Sep-12,MUMBAI,VASAI,Commercial,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Faye Larkin,guwahati,4000,6483120,7718
23-Aug-12,29-Sep-12,MUMBAI,JUHU,Commercial,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Mr. Hiram Halvorson,chandigarh,30212,147002528,6951
24-Aug-12,30-Sep-12,MUMBAI,AIROLI,Commercial,Carey Group ,1938,Melvina Veum,2757,0.88,D,Dr. Cathryn Corwin,solapur,22333,106165722,5402
25-Aug-12,01-Oct-12,MUMBAI,CHEMBUR,Residential,Malcolm Group,1962,Demond Ward,3028,0.84,E,Asa Carroll,hubballi-dharwad,15320,76337722,5932
26-Aug-12,02-Oct-12,MUMBAI,VILE PARLE,Residential,United House,1959,Estel Botsford,1728,0.64,B,Mr. Jennie Bradtke,bareilly,21647,69755293,5035
06-Sep-12,13-Oct-12,MUMBAI,VASAI,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Eliseo Price,morababad,4457,32002241,9703
12-Sep-12,19-Oct-12,MUMBAI,JUHU,Residential,Malcolm Group,1962,Demond Ward,3028,0.84,E,Micaela Ritchie,mysore,31212,223561568,8527
13-Sep-12,20-Oct-12,MUMBAI,AIROLI,Residential,United House,1959,Estel Botsford,1728,0.64,B,Rahul Russel,gurgaon,20255,127648630,9847
14-Sep-12,21-Oct-12,DELHI,Mayur Vihar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Kristoffer Bruen,aligarh,9700,48860646,6807
15-Sep-12,22-Oct-12,DELHI,Chanakyapuri,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Mrs. Edwardo Connelly,jalandhar,53000,289953460,7393
16-Sep-12,23-Oct-12,DELHI,Vasant Kunj,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Antwan Greenfelder,tiruchirapalli,15700,105909688,9116
17-Sep-12,24-Oct-12,DELHI,Saket,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Brigitte Borer,bhubaneshwar,17000,74473600,5920
18-Sep-12,25-Oct-12,DELHI,Pithampura,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Bertha O'Kon,salem,31590,212610177,9095
19-Sep-12,26-Oct-12,DELHI,Mayur Vihar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Izaiah Kuhic,mira-bhayandar,9000,49723560,7466
20-Sep-12,27-Oct-12,DELHI,Chanakyapuri,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Dr. Shayne Waelchi,trivandrum,51000,208136100,5515
21-Sep-12,28-Oct-12,DELHI,Vasant Kunj,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Minerva Erdman,bhiwandi,15400,109321828,9593
